strategy_name,stock_code,stock_name,trade_date,buy_price,sell_price,sell_date,return_rate,profit,is_profitable,sell_tick_steps,date,daily_budget,daily_investment,daily_return,daily_ratio,daily_real_return_rate,daily_budget_return_rate,has_trade,base_budget_return,remaining_budget_return,base_budget_return_rate,remaining_budget_return_rate,base_budget,remaining_budget,trade_count
倒接力31,605188.SH,未知,2025-05-19,13.65,14.5,2025-05-20,0.0622710622710622,184110.0,True,168,2025-05-19,424994.0,136492.0,5608.0,0.32116218111314515,0.013195480406782213,0.041086657093456026,True,5608.0,0.0,0.04003428019148314,0.0,140079.95081158075,284914.04918841925,5
倒接力31,600530.SH,未知,2025-05-20,8.0,7.98,2025-05-21,-0.0024999999999999,-7854.0,False,134,2025-05-20,430602.0,139059.0,-4197.000000000004,0.3229409059874315,-0.009746819568882643,-0.030181433779906397,True,-4197.000000000004,0.0,-0.029571254214884064,0.0,141928.373057898,288673.626942102,5
倒接力31,002882.SZ,未知,2025-05-21,19.2,23.01,2025-05-22,0.1984375000000001,621792.0000000005,True,56,2025-05-21,426405.0,80318.0,16324.000000000011,0.18836083066568168,0.038282853156037126,0.20324211260240557,True,16324.000000000011,0.0,0.11614783414709598,0.0,140545.02281399758,285859.9771860024,3
倒接力31,002365.SZ,未知,2025-05-22,17.84,21.95,2025-05-27,0.2303811659192824,865155.0,True,496,2025-05-22,442729.0,226495.0,65440.0,0.5115883531460554,0.1478105116222339,0.28892470032451045,True,38139.999999999985,27300.000000000015,0.26136626787971784,0.09198004346444691,145925.48728419773,296803.5127158023,5
倒接力31,605033.SH,未知,2025-05-23,19.79,18.52,2025-05-26,-0.0641738251642243,-296418.0,False,24,2025-05-23,508169.0,160753.0,-10741.0,0.31633767506479143,-0.021136669100240275,-0.06681679346575181,True,-10741.0,0.0,-0.06412736080747447,0.0,167494.8082183988,340674.19178160117,5
倒接力31,002727.SZ,未知,2025-05-26,19.5,18.81,2025-05-27,-0.0353846153846154,-152973.00000000047,False,4,2025-05-26,497428.0,160044.0,-159.0000000000091,0.3217430462298061,-0.000319644250022132,-0.0009934767938817393,True,-159.0000000000091,0.0,-0.0009697810972009221,0.0,163954.5258810783,333473.4741189217,4
倒接力31,603960.SH,未知,2025-05-27,22.43,21.17,2025-05-28,-0.0561747659384751,-234233.99999999956,False,2,2025-05-27,497269.0,158084.0,-7776.999999999978,0.31790439379892976,-0.015639422525836073,-0.0491953644897648,True,-7776.999999999978,0.0,-0.04744905104860788,0.0,163902.11875961532,333366.88124038465,5
倒接力31,003042.SZ,未知,2025-05-28,18.2,16.99,2025-05-29,-0.0664835164835165,-261723.00000000047,False,25,2025-05-28,489492.0,157709.0,-13294.000000000025,0.3221891266864423,-0.027158768682634293,-0.08429449175379988,True,-13294.000000000025,0.0,-0.08239804247956123,0.0,161338.78427145391,328153.2157285461,5
倒接力31,603011.SH,未知,2025-05-29,17.94,19.4,2025-05-30,0.0813823857302116,299007.99999999907,True,265,2025-05-29,476198.0,61251.0,4708.999999999996,0.12862506772392995,0.009888743757848619,0.07688037746322503,True,4708.999999999996,0.0,0.030001843520605177,0.0,156957.02154988807,319240.9784501119,2
倒接力31,002609.SZ,未知,2025-05-30,11.47,10.75,2025-06-03,-0.0627724498692241,-249480.0,False,8,2025-05-30,480907.0,156000.0,-8725.000000000004,0.324387043648772,-0.01814280099894575,-0.0559294871794872,True,-8725.000000000004,0.0,-0.055044148167337145,0.0,158509.12931699003,322397.87068300997,5
倒接力31,603518.SH,未知,2025-06-04,11.85,13.43,2025-06-05,0.1333333333333333,496594.0,True,572,2025-06-04,472182.0,152829.0,17731.999999999996,0.3236654510337116,0.037553316306000645,0.11602509994830822,True,17731.999999999996,0.0,0.11393446398064405,0.0,155633.32972727573,316548.67027272424,5
